대지위치,위도,경도
경상북도 영천시 고경면 용전리 799번지,35.98797359,129.01956295
경상북도 영천시 고경면 용전리 799-1번지,35.98780165,129.01951577
경상북도 영천시 고경면 용전리 802번지,35.98801975,129.01909614
경상북도 영천시 고경면 용전리 805번지,35.98867538,129.01914301
경상북도 영천시 고경면 용전리 806번지,35.98847122,129.01901862
경상북도 영천시 고경면 용전리 807-2번지,35.98857445,129.01880616
경상북도 영천시 고경면 용전리 808-3번지,35.98833229,129.01848789
경상북도 영천시 고경면 용전리 810번지,35.98817565,129.01863978
경상북도 영천시 고경면 용전리 826번지,35.98774848,129.01865994
경상북도 영천시 고경면 용전리 841번지,35.9868183,129.01889644
경상북도 영천시 고경면 용전리 844-1번지,35.98661582,129.01854382
경상북도 영천시 고경면 용전리 846번지,35.98695964,129.01785987
경상북도 영천시 고경면 용전리 877번지,35.98739847,129.02167389
경상북도 영천시 고경면 용전리 880-1번지,35.98696428,129.02198178
경상북도 영천시 고경면 용전리 887번지,,
경상북도 영천시 고경면 용전리 887-1번지,35.98649426,129.02229885
경상북도 영천시 고경면 용전리 889번지,35.9869075,129.02390037
경상북도 영천시 고경면 용전리 891번지,35.98745725,129.02425169
경상북도 영천시 고경면 용전리 898번지,35.9862333,129.02524694
경상북도 영천시 고경면 용전리 904번지,35.98612355,129.02548738
경상북도 영천시 고경면 용전리 932번지,35.98502346,129.02282251
경상북도 영천시 고경면 용전리 1000-2번지,35.98293281,129.03471747
경상북도 영천시 고경면 용전리 1018번지,35.98276755,129.03520635
경상북도 영천시 고경면 용전리 1058번지,35.98379011,129.04670435
경상북도 영천시 고경면 용전리 1103번지,35.98424219,129.04609052
경상북도 영천시 고경면 용전리 1122번지,35.98476346,129.04482171
경상북도 영천시 고경면 용전리 1124번지,35.98468554,129.04441881
경상북도 영천시 고경면 용전리 1131번지,35.98453182,129.04344089
경상북도 영천시 고경면 용전리 1132번지,35.98462041,129.04374694
경상북도 영천시 고경면 용전리 1144번지,35.98444491,129.04289917
경상북도 영천시 고경면 용전리 1144-1번지,35.98429561,129.04237481
경상북도 영천시 고경면 용전리 1158-3번지,35.98435124,129.04079053
경상북도 영천시 고경면 용전리 1160번지,35.98433266,129.04196102
경상북도 영천시 고경면 용전리 1164-1번지,35.98414273,129.04013926
경상북도 영천시 고경면 용전리 1164-3번지,35.984135,129.04062521
경상북도 영천시 고경면 용전리 1165-1번지,35.98492554,129.04004002
경상북도 영천시 고경면 용전리 1165-2번지,35.98478434,129.03976509
경상북도 영천시 고경면 용전리 1182번지,35.98474275,129.03939717
경상북도 영천시 고경면 용전리 1185번지,35.98508919,129.0400867
경상북도 영천시 고경면 용전리 1185-1번지,35.98500517,129.03990892
경상북도 영천시 고경면 용전리 1233-1번지,35.98476176,129.03046527
경상북도 영천시 고경면 용전리 1238-1번지,35.98474053,129.02865816
경상북도 영천시 고경면 용전리 1249번지,35.98465299,129.02852765
경상북도 영천시 고경면 용전리 1250번지,35.98477551,129.0282146
경상북도 영천시 고경면 용전리 1250-1번지,35.98469885,129.02838436
경상북도 영천시 고경면 용전리 1251번지,35.98487426,129.02808708
경상북도 영천시 고경면 용전리 1252번지,35.98490691,129.0278776
경상북도 영천시 고경면 용전리 1253번지,35.9851518,129.0281076
경상북도 영천시 고경면 용전리 1256번지,35.98505132,129.02768196
경상북도 영천시 고경면 용전리 1257-1번지,35.98488342,129.02751369
경상북도 영천시 고경면 용전리 1257-4번지,,
경상북도 영천시 고경면 용전리 1259-1번지,35.98454486,129.02845847
경상북도 영천시 고경면 용전리 1270-3번지,35.98465906,129.02688421
경상북도 영천시 고경면 용전리 1274-1번지,35.98528772,129.02632512
경상북도 영천시 고경면 용전리 1275번지,,
경상북도 영천시 고경면 용전리 1275-5번지,35.98496158,129.02690337
경상북도 영천시 고경면 용전리 1277번지,35.98489755,129.02726948
경상북도 영천시 고경면 용전리 1278번지,35.98506146,129.02692799
경상북도 영천시 고경면 용전리 1278-1번지,35.98506216,129.02715262
경상북도 영천시 고경면 용전리 1281번지,35.98519698,129.02760974
경상북도 영천시 고경면 용전리 1282번지,35.98541047,129.02778949
경상북도 영천시 고경면 용전리 1292번지,35.98540196,129.02728527
경상북도 영천시 고경면 용전리 1293번지,35.98544254,129.02710781
경상북도 영천시 고경면 용전리 1294번지,35.98551109,129.02686399
경상북도 영천시 고경면 용전리 1294-2번지,,
경상북도 영천시 고경면 용전리 1295번지,35.98522985,129.02695558
경상북도 영천시 고경면 용전리 1296번지,35.98535073,129.02676044
경상북도 영천시 고경면 용전리 1297번지,35.98556448,129.02648797
경상북도 영천시 고경면 용전리 1297-2번지,35.98539642,129.02648844
경상북도 영천시 고경면 용전리 1298번지,35.98558158,129.02577431
경상북도 영천시 고경면 용전리 1298-1번지,35.9857173,129.0259861
경상북도 영천시 고경면 용전리 1300번지,35.98639131,129.02696091
경상북도 영천시 고경면 용전리 1303번지,35.98742151,129.02642161
경상북도 영천시 고경면 용전리 1318번지,35.98856055,129.02256713
경상북도 영천시 고경면 용전리 1320번지,35.98822023,129.02231553
경상북도 영천시 고경면 용전리 1338번지,35.98862109,129.02034392
경상북도 영천시 고경면 용전리 1340번지,35.98890992,129.02070542
경상북도 영천시 고경면 용전리 1364-3번지,35.99695614,129.02263852
경상북도 영천시 고경면 용전리 1365-1번지,35.99777835,129.02276164
경상북도 영천시 고경면 용전리 1367번지,35.99716664,129.02184708
경상북도 영천시 고경면 용전리 1379-1번지,35.98933313,129.01322197
경상북도 영천시 고경면 용전리 1381번지,35.99808851,129.02316166
경상북도 영천시 고경면 용전리 1389-29번지,35.99781829,129.02697096
경상북도 영천시 고경면 용전리 1392번지,35.99712728,129.02524733
경상북도 영천시 고경면 용전리 1428-2번지,35.99824536,129.02698311
경상북도 영천시 고경면 용전리 1451-2번지,36.00137504,129.02398893
경상북도 영천시 고경면 용전리 1479번지,35.9994259,129.02275871
경상북도 영천시 고경면 용전리 1500번지,35.98505004,129.04534275
경상북도 영천시 고경면 용전리 1541-3번지,35.9872426,129.00520148
경상북도 영천시 고경면 용전리 1541-6번지,35.9866126,129.00347482
경상북도 영천시 고경면 용전리 1541-8번지,35.9860205,129.00249883
경상북도 영천시 고경면 용전리 1541-9번지,35.9859753,129.00341979
경상북도 영천시 고경면 용전리 1541-10번지,35.98614063,129.00238479
경상북도 영천시 고경면 용전리 산108번지,35.98159733,129.01192807
경상북도 영천시 고경면 용전리 블록,,
경상북도 영천시 고경면 도암리 6번지,36.00751892,129.01888356
경상북도 영천시 고경면 도암리 28번지,36.0058605,129.01778254
경상북도 영천시 고경면 도암리 32-1번지,36.00539941,129.0179175
경상북도 영천시 고경면 도암리 41-1번지,36.00475397,129.01860855
경상북도 영천시 고경면 도암리 41-2번지,36.00456486,129.01874113
경상북도 영천시 고경면 도암리 41-3번지,36.00444195,129.01880564
경상북도 영천시 고경면 도암리 41-4번지,36.00434011,129.01875314
경상북도 영천시 고경면 도암리 42번지,36.00417032,129.01899023
경상북도 영천시 고경면 도암리 43번지,36.0040407,129.01913796
경상북도 영천시 고경면 도암리 47번지,36.00374087,129.01881437
경상북도 영천시 고경면 도암리 48번지,36.0037711,129.01853858
경상북도 영천시 고경면 도암리 49번지,36.00394051,129.01860223
경상북도 영천시 고경면 도암리 50번지,36.00395048,129.01883403
경상북도 영천시 고경면 도암리 51번지,36.00407185,129.01864195
경상북도 영천시 고경면 도암리 52번지,36.00398883,129.01840817
경상북도 영천시 고경면 도암리 54번지,36.00387569,129.01822975
경상북도 영천시 고경면 도암리 55번지,36.00372523,129.0182126
경상북도 영천시 고경면 도암리 57번지,36.00371815,129.01799618
경상북도 영천시 고경면 도암리 63-2번지,36.00234452,129.01765134
경상북도 영천시 고경면 도암리 63-5번지,36.00229504,129.01786631
경상북도 영천시 고경면 도암리 63-6번지,36.00240275,129.01799791
경상북도 영천시 고경면 도암리 66번지,36.00340081,129.01833796
경상북도 영천시 고경면 도암리 70번지,,
경상북도 영천시 고경면 도암리 71-1번지,36.00251025,129.01836183
경상북도 영천시 고경면 도암리 71-3번지,36.00231488,129.0182077
경상북도 영천시 고경면 도암리 71-4번지,36.00225922,129.0183613
경상북도 영천시 고경면 도암리 71-5번지,36.00214348,129.018257
경상북도 영천시 고경면 도암리 72-4번지,36.00201201,129.0193223
경상북도 영천시 고경면 도암리 73-1번지,36.00236702,129.01960637
경상북도 영천시 고경면 도암리 74-1번지,36.00224745,129.02009845
경상북도 영천시 고경면 도암리 75번지,36.00239506,129.02011918
경상북도 영천시 고경면 도암리 77-1번지,36.0029964,129.01979974
경상북도 영천시 고경면 도암리 78-1번지,36.00277101,129.01953417
경상북도 영천시 고경면 도암리 78-2번지,36.00272676,129.01968419
경상북도 영천시 고경면 도암리 78-3번지,36.00249306,129.01983747
경상북도 영천시 고경면 도암리 81번지,36.00329775,129.01908596
경상북도 영천시 고경면 도암리 84번지,,
경상북도 영천시 고경면 도암리 84-2번지,36.00343106,129.01943646
경상북도 영천시 고경면 도암리 85번지,36.00325258,129.019494
경상북도 영천시 고경면 도암리 86번지,36.00309689,129.01965936
경상북도 영천시 고경면 도암리 94번지,,
경상북도 영천시 고경면 도암리 94-2번지,36.00394891,129.02014175
경상북도 영천시 고경면 도암리 95번지,36.00394971,129.01934556
경상북도 영천시 고경면 도암리 96번지,36.00368766,129.02051789
경상북도 영천시 고경면 도암리 97-2번지,36.00282598,129.02097218
경상북도 영천시 고경면 도암리 97-5번지,36.00260183,129.02075665
경상북도 영천시 고경면 도암리 101-3번지,36.00134939,129.0211984
경상북도 영천시 고경면 도암리 114번지,36.00021902,129.01776827
경상북도 영천시 고경면 도암리 116번지,36.00060378,129.01972672
경상북도 영천시 고경면 도암리 122번지,,
경상북도 영천시 고경면 도암리 123-5번지,36.00151844,129.01930439
경상북도 영천시 고경면 도암리 124-5번지,36.00064252,129.0175432
경상북도 영천시 고경면 도암리 124-10번지,36.00066403,129.01773758
경상북도 영천시 고경면 도암리 128-7번지,36.00207696,129.01901291
경상북도 영천시 고경면 도암리 129-1번지,36.00188938,129.01865838
경상북도 영천시 고경면 도암리 129-8번지,36.0017686,129.01840956
경상북도 영천시 고경면 도암리 130번지,,
경상북도 영천시 고경면 도암리 130-1번지,36.00146783,129.01754183
경상북도 영천시 고경면 도암리 130-2번지,36.00141363,129.01777454
경상북도 영천시 고경면 도암리 130-6번지,36.00146801,129.01771838
경상북도 영천시 고경면 도암리 131번지,,
경상북도 영천시 고경면 도암리 131-1번지,36.00204461,129.0178678
경상북도 영천시 고경면 도암리 131-3번지,36.00170566,129.01760367
경상북도 영천시 고경면 도암리 132-1번지,36.00162898,129.0172553
경상북도 영천시 고경면 도암리 137-2번지,36.0010278,129.01701421
경상북도 영천시 고경면 도암리 139번지,,
경상북도 영천시 고경면 도암리 139-3번지,36.00133856,129.01683295
경상북도 영천시 고경면 도암리 144-2번지,36.00093923,129.01668705
경상북도 영천시 고경면 도암리 147번지,36.00126412,129.01590656
경상북도 영천시 고경면 도암리 153번지,36.00180772,129.01460979
경상북도 영천시 고경면 도암리 153-1번지,36.00166433,129.01467079
경상북도 영천시 고경면 도암리 153-2번지,36.00154238,129.01475828
경상북도 영천시 고경면 도암리 153-3번지,36.00141741,129.01484382
경상북도 영천시 고경면 도암리 154번지,36.00103464,129.01478484
경상북도 영천시 고경면 도암리 162번지,,
경상북도 영천시 고경면 도암리 162-2번지,36.00051355,129.01475827
경상북도 영천시 고경면 도암리 162-3번지,36.0005824,129.01495098
경상북도 영천시 고경면 도암리 162-4번지,36.00044404,129.01496464
경상북도 영천시 고경면 도암리 174-4번지,35.99983552,129.01991515
경상북도 영천시 고경면 도암리 182-1번지,35.99881071,129.01821019
경상북도 영천시 고경면 도암리 183번지,35.99867169,129.01832718
경상북도 영천시 고경면 도암리 184번지,35.99874407,129.01792385
경상북도 영천시 고경면 도암리 186번지,35.99929854,129.01773949
경상북도 영천시 고경면 도암리 191번지,35.99978701,129.01741218
경상북도 영천시 고경면 도암리 192번지,35.99964203,129.01654999
경상북도 영천시 고경면 도암리 192-1번지,35.99971817,129.01713365
경상북도 영천시 고경면 도암리 204번지,35.99841664,129.01548522
경상북도 영천시 고경면 도암리 217-1번지,35.99867591,129.01373505
경상북도 영천시 고경면 도암리 220-1번지,35.99848863,129.01191198
경상북도 영천시 고경면 도암리 229-1번지,35.99729497,129.00956561
경상북도 영천시 고경면 도암리 232번지,35.99789451,129.00926569
경상북도 영천시 고경면 도암리 235-4번지,35.99697148,129.00913593
경상북도 영천시 고경면 도암리 235-9번지,35.9971139,129.00945013
경상북도 영천시 고경면 도암리 238-1번지,35.99643675,129.01002562
경상북도 영천시 고경면 도암리 239-1번지,35.99660322,129.00988281
경상북도 영천시 고경면 도암리 240-2번지,35.99667505,129.01036576
경상북도 영천시 고경면 도암리 240-4번지,35.9967699,129.01075437
경상북도 영천시 고경면 도암리 241-2번지,35.99657921,129.01059496
경상북도 영천시 고경면 도암리 242번지,35.99652259,129.01024768
경상북도 영천시 고경면 도암리 243-2번지,35.99593977,129.0098235
경상북도 영천시 고경면 도암리 276번지,35.99583595,129.01050723
경상북도 영천시 고경면 도암리 282번지,35.99570497,129.00875806
경상북도 영천시 고경면 도암리 301-1번지,35.99292739,129.01004642
경상북도 영천시 고경면 도암리 301-3번지,35.99297875,129.0095735
경상북도 영천시 고경면 도암리 325-4번지,35.98976126,129.00806603
경상북도 영천시 고경면 도암리 341-1번지,35.98879405,129.00504019
경상북도 영천시 고경면 도암리 341-4번지,35.98860382,129.00505178
경상북도 영천시 고경면 도암리 352-2번지,35.98925876,129.00529665
경상북도 영천시 고경면 도암리 355번지,35.98960926,129.00482866
경상북도 영천시 고경면 도암리 373번지,35.99053529,129.00484966
경상북도 영천시 고경면 도암리 381-7번지,35.99012807,129.00672089
경상북도 영천시 고경면 도암리 386-1번지,35.99438459,129.00882603
경상북도 영천시 고경면 도암리 388번지,35.99445775,129.0082023
경상북도 영천시 고경면 도암리 399-1번지,35.99470497,129.0075904
경상북도 영천시 고경면 도암리 411-2번지,35.9926565,129.00944114
경상북도 영천시 고경면 도암리 411-3번지,35.99239077,129.0089951
경상북도 영천시 고경면 도암리 414번지,35.99121207,129.00872183
경상북도 영천시 고경면 도암리 445번지,35.99129925,129.00722322
경상북도 영천시 고경면 도암리 446번지,35.99115765,129.0073549
경상북도 영천시 고경면 도암리 449번지,35.99067245,129.00823626
경상북도 영천시 고경면 도암리 449-1번지,35.99068224,129.00808162
경상북도 영천시 고경면 도암리 450-1번지,35.99041583,129.00641662
경상북도 영천시 고경면 도암리 451-1번지,35.99306383,129.00479702
경상북도 영천시 고경면 도암리 451-18번지,35.99271294,129.00491698
경상북도 영천시 고경면 도암리 453-1번지,35.99266145,129.00445531
경상북도 영천시 고경면 도암리 457번지,35.99276614,129.00396588
경상북도 영천시 고경면 도암리 459번지,,
경상북도 영천시 고경면 도암리 460-2번지,35.99328357,129.00432458
경상북도 영천시 고경면 도암리 460-4번지,35.9933705,129.0039376
경상북도 영천시 고경면 도암리 461번지,35.9935591,129.00377539
경상북도 영천시 고경면 도암리 461-1번지,35.99353784,129.00396911
경상북도 영천시 고경면 도암리 461-2번지,35.99350176,129.00411744
경상북도 영천시 고경면 도암리 463-1번지,35.99373222,129.00398434
경상북도 영천시 고경면 도암리 463-6번지,35.99363764,129.00423564
경상북도 영천시 고경면 도암리 466-2번지,,
경상북도 영천시 고경면 도암리 469번지,35.99342157,129.00518395
경상북도 영천시 고경면 도암리 469-2번지,35.99323266,129.00535946
경상북도 영천시 고경면 도암리 471번지,35.9930864,129.00506958
경상북도 영천시 고경면 도암리 472번지,35.99309407,129.00523587
경상북도 영천시 고경면 도암리 474번지,35.99296703,129.00513275
경상북도 영천시 고경면 도암리 475번지,35.99279842,129.00517217
경상북도 영천시 고경면 도암리 476번지,35.9928049,129.00536093
경상북도 영천시 고경면 도암리 477번지,35.99261628,129.00520104
경상북도 영천시 고경면 도암리 478번지,35.99244656,129.00526327
경상북도 영천시 고경면 도암리 482번지,,
경상북도 영천시 고경면 도암리 483번지,35.99311744,129.00553029
경상북도 영천시 고경면 도암리 484번지,35.99316073,129.00571145
경상북도 영천시 고경면 도암리 488번지,35.99327416,129.00598664
경상북도 영천시 고경면 도암리 491번지,35.99298907,129.00574391
경상북도 영천시 고경면 도암리 493-3번지,35.99115907,129.00607987
경상북도 영천시 고경면 도암리 495-1번지,35.99120449,129.00541111
경상북도 영천시 고경면 도암리 496-1번지,35.99069355,129.00552124
경상북도 영천시 고경면 도암리 497-1번지,35.99376088,129.00644648
경상북도 영천시 고경면 도암리 498-1번지,35.99364965,129.00634631
경상북도 영천시 고경면 도암리 501번지,35.9936955,129.00608358
경상북도 영천시 고경면 도암리 502-2번지,35.99373595,129.00619726
경상북도 영천시 고경면 도암리 505-1번지,35.99448981,129.00620061
경상북도 영천시 고경면 도암리 506-2번지,35.99474858,129.00390561
경상북도 영천시 고경면 도암리 506-6번지,35.99404998,129.00415948
경상북도 영천시 고경면 도암리 506-7번지,35.99400045,129.00425469
경상북도 영천시 고경면 도암리 506-9번지,35.99447336,129.00507243
경상북도 영천시 고경면 도암리 507-1번지,35.99486807,129.00679853
경상북도 영천시 고경면 도암리 507-7번지,35.99471781,129.00659158
경상북도 영천시 고경면 도암리 518번지,35.99151896,129.00526029
경상북도 영천시 고경면 도암리 533번지,,
경상북도 영천시 고경면 도암리 533-5번지,35.9951093,129.00709382
경상북도 영천시 고경면 도암리 533-6번지,,
경상북도 영천시 고경면 도암리 534번지,35.99579256,129.00667459
경상북도 영천시 고경면 도암리 535번지,35.99506389,129.0067007
경상북도 영천시 고경면 도암리 537-3번지,35.99469636,129.0060913
경상북도 영천시 고경면 도암리 552-1번지,35.99679645,129.00881591
경상북도 영천시 고경면 도암리 562번지,35.99856234,129.01167578
경상북도 영천시 고경면 도암리 574-2번지,35.99930061,129.01353171
경상북도 영천시 고경면 도암리 580번지,36.00012842,129.0143414
경상북도 영천시 고경면 도암리 584번지,36.00062151,129.01473651
경상북도 영천시 고경면 도암리 584-1번지,36.00059447,129.01461318
경상북도 영천시 고경면 도암리 586번지,36.00047016,129.01423023
경상북도 영천시 고경면 도암리 588-2번지,36.00034021,129.01388261
경상북도 영천시 고경면 도암리 606번지,36.00137047,129.01312161
경상북도 영천시 고경면 도암리 609-1번지,36.00126635,129.01355343
경상북도 영천시 고경면 도암리 610번지,36.00124588,129.01373144
경상북도 영천시 고경면 도암리 612번지,36.00121766,129.01391513
경상북도 영천시 고경면 도암리 613번지,36.00107515,129.01391827
경상북도 영천시 고경면 도암리 616번지,36.00079391,129.01430533
경상북도 영천시 고경면 도암리 618번지,36.00076502,129.01457705
경상북도 영천시 고경면 도암리 619번지,36.00092281,129.01457618
경상북도 영천시 고경면 도암리 620번지,36.00102646,129.01445684
경상북도 영천시 고경면 도암리 620-1번지,36.00109544,129.01458235
경상북도 영천시 고경면 도암리 621번지,36.00102295,129.01421501
경상북도 영천시 고경면 도암리 623번지,36.00130551,129.01434474
경상북도 영천시 고경면 도암리 627번지,36.00166945,129.01392041
경상북도 영천시 고경면 도암리 627-1번지,36.00151905,129.01390495
경상북도 영천시 고경면 도암리 628번지,36.00151391,129.01408235
경상북도 영천시 고경면 도암리 629번지,36.00151353,129.0142876
경상북도 영천시 고경면 도암리 630번지,36.00161674,129.01421526
경상북도 영천시 고경면 도암리 632번지,36.00178779,129.01408488
경상북도 영천시 고경면 도암리 641번지,36.00222297,129.01454273
경상북도 영천시 고경면 도암리 647-1번지,36.00552746,129.01487335
경상북도 영천시 고경면 도암리 671-3번지,36.00355192,129.00171217
경상북도 영천시 고경면 도암리 671-4번지,36.00260288,128.99964654
경상북도 영천시 고경면 도암리 675번지,36.00113599,129.00147488
경상북도 영천시 고경면 도암리 679번지,35.99919206,128.99904267
경상북도 영천시 고경면 도암리 681번지,35.998708,128.99815122
경상북도 영천시 고경면 도암리 682번지,35.99922758,128.99860911
경상북도 영천시 고경면 도암리 684번지,35.99977614,128.99869625
경상북도 영천시 고경면 도암리 696-1번지,35.9992731,128.99477732
경상북도 영천시 고경면 도암리 698-1번지,35.99541203,128.99679192
경상북도 영천시 고경면 도암리 699번지,35.99532964,128.99719988
경상북도 영천시 고경면 도암리 733번지,35.99142222,128.99937619
경상북도 영천시 고경면 도암리 743-3번지,35.99265191,129.00152545
경상북도 영천시 고경면 도암리 743-4번지,35.9923686,129.00138047
경상북도 영천시 고경면 도암리 744번지,,
경상북도 영천시 고경면 도암리 744-1번지,35.99250066,129.00121527
경상북도 영천시 고경면 도암리 744-2번지,35.99231939,129.00064178
경상북도 영천시 고경면 도암리 744-6번지,35.99185955,129.00111846
경상북도 영천시 고경면 도암리 744-11번지,35.99211532,129.0009157
경상북도 영천시 고경면 도암리 744-12번지,35.99211577,129.00074308
경상북도 영천시 고경면 도암리 744-13번지,35.99217598,129.00058538
경상북도 영천시 고경면 도암리 744-15번지,35.99187242,129.00077407
경상북도 영천시 고경면 도암리 748번지,,
경상북도 영천시 고경면 도암리 748-1번지,35.9925137,129.00176744
경상북도 영천시 고경면 도암리 748-2번지,35.99209024,129.00141446
경상북도 영천시 고경면 도암리 748-5번지,35.99228228,129.0016557
경상북도 영천시 고경면 도암리 748-6번지,35.99207533,129.00166012
경상북도 영천시 고경면 도암리 748-7번지,35.99186664,129.00164409
경상북도 영천시 고경면 도암리 748-12번지,35.99190671,129.00138654
경상북도 영천시 고경면 도암리 749-1번지,35.99314623,129.00152065
경상북도 영천시 고경면 도암리 750-3번지,35.99275298,129.00184611
경상북도 영천시 고경면 도암리 752번지,35.99459449,129.00172146
경상북도 영천시 고경면 도암리 752-2번지,35.99382836,129.0021291
경상북도 영천시 고경면 도암리 752-9번지,35.99438777,129.00191139
경상북도 영천시 고경면 도암리 752-11번지,35.99447393,129.00220684
경상북도 영천시 고경면 도암리 752-13번지,35.99371197,129.00265627
경상북도 영천시 고경면 도암리 752-14번지,35.99417051,129.00191166
경상북도 영천시 고경면 도암리 752-19번지,35.99389808,129.00254544
경상북도 영천시 고경면 도암리 760-1번지,35.99248212,129.00283861
경상북도 영천시 고경면 도암리 762-1번지,35.99312744,129.00384884
경상북도 영천시 고경면 도암리 763번지,35.9920943,129.00360516
경상북도 영천시 고경면 도암리 769-1번지,35.99124457,129.0020365
경상북도 영천시 고경면 도암리 769-7번지,35.99137339,129.00237837
경상북도 영천시 고경면 도암리 784-3번지,35.9909526,129.00167088
경상북도 영천시 고경면 도암리 798-6번지,35.98966369,129.00196949
경상북도 영천시 고경면 도암리 852번지,35.99058094,129.00103205
경상북도 영천시 고경면 도암리 857번지,35.98961495,128.99886823
경상북도 영천시 고경면 도암리 906번지,35.98899216,128.99707145
경상북도 영천시 고경면 도암리 924번지,35.9899561,128.99741851
경상북도 영천시 고경면 도암리 924-2번지,35.98994447,128.99720822
경상북도 영천시 고경면 도암리 925-1번지,35.98978,128.99733413
경상북도 영천시 고경면 도암리 933-24번지,35.98721686,129.00079739
경상북도 영천시 고경면 도암리 933-33번지,35.98682963,129.00066499
경상북도 영천시 고경면 도암리 953-7번지,35.98836693,129.00547187
경상북도 영천시 고경면 도암리 953-26번지,35.98686435,129.00361567
경상북도 영천시 고경면 도암리 1364번지,,
경상북도 영천시 고경면 도암리 1449번지,,
경상북도 영천시 고경면 도암리 1493번지,,
경상북도 영천시 고경면 도암리 산43-3번지,35.99696636,129.00048485
경상북도 영천시 고경면 도암리 산43-8번지,36.0046012,129.00077891
경상북도 영천시 고경면 도암리 블록,,
경상북도 영천시 고경면 상리리 ,36.01424063,129.03195094
경상북도 영천시 고경면 상리리 11-1번지,36.02145775,129.02500028
경상북도 영천시 고경면 상리리 11-2번지,36.02186302,129.02429701
경상북도 영천시 고경면 상리리 29-2번지,36.01495804,129.03179202
경상북도 영천시 고경면 상리리 33번지,36.01700816,129.03044441
경상북도 영천시 고경면 상리리 35번지,36.01421901,129.03284918
경상북도 영천시 고경면 상리리 45-1번지,36.02236546,129.03173745
경상북도 영천시 고경면 상리리 45-2번지,36.02181445,129.03170655
경상북도 영천시 고경면 상리리 102-2번지,36.01332587,129.03399187
경상북도 영천시 고경면 상리리 105번지,36.01292932,129.03495299
경상북도 영천시 고경면 상리리 143번지,36.0149705,129.03640037
경상북도 영천시 고경면 상리리 149-1번지,36.01459584,129.03643798
경상북도 영천시 고경면 상리리 150-1번지,36.01448954,129.03630348
경상북도 영천시 고경면 상리리 151번지,36.01456056,129.03601107
경상북도 영천시 고경면 상리리 152번지,36.014428,129.0360863
경상북도 영천시 고경면 상리리 160번지,36.01369439,129.03585592
경상북도 영천시 고경면 상리리 162번지,36.01414013,129.03586206
경상북도 영천시 고경면 상리리 163번지,36.01392874,129.03607434
경상북도 영천시 고경면 상리리 164번지,36.01415522,129.03610922
경상북도 영천시 고경면 상리리 166번지,,
경상북도 영천시 고경면 상리리 168번지,36.01366441,129.03638506
경상북도 영천시 고경면 상리리 170번지,36.01349909,129.03622443
경상북도 영천시 고경면 상리리 174번지,36.01295566,129.03539729
경상북도 영천시 고경면 상리리 176번지,36.01309487,129.03594364
경상북도 영천시 고경면 상리리 180번지,36.01302138,129.03640312
경상북도 영천시 고경면 상리리 181번지,36.0132183,129.03624737
경상북도 영천시 고경면 상리리 183번지,36.01334578,129.03642311
경상북도 영천시 고경면 상리리 184-1번지,36.01303329,129.03678938
경상북도 영천시 고경면 상리리 185번지,36.0133903,129.03690004
경상북도 영천시 고경면 상리리 186-1번지,36.01456597,129.0366842
경상북도 영천시 고경면 상리리 186-3번지,36.01367502,129.0367104
경상북도 영천시 고경면 상리리 186-4번지,36.01440289,129.03664119
경상북도 영천시 고경면 상리리 186-5번지,36.01422902,129.03663405
경상북도 영천시 고경면 상리리 186-6번지,36.01406896,129.03665721
경상북도 영천시 고경면 상리리 189번지,36.01301757,129.03701478
경상북도 영천시 고경면 상리리 191-1번지,36.01180001,129.03704454
경상북도 영천시 고경면 상리리 194번지,36.0113348,129.03729896
경상북도 영천시 고경면 상리리 199-1번지,36.01116016,129.03633438
경상북도 영천시 고경면 상리리 200-2번지,36.01137606,129.03625953
경상북도 영천시 고경면 상리리 201-3번지,36.0116459,129.03612873
경상북도 영천시 고경면 상리리 202번지,,
경상북도 영천시 고경면 상리리 202-1번지,36.01223492,129.03669608
경상북도 영천시 고경면 상리리 204번지,36.01243597,129.03653589
경상북도 영천시 고경면 상리리 205-1번지,36.01262718,129.0365621
경상북도 영천시 고경면 상리리 205-2번지,36.01246158,129.03610491
경상북도 영천시 고경면 상리리 206번지,36.01288059,129.03651717
경상북도 영천시 고경면 상리리 207번지,36.01283344,129.035893
경상북도 영천시 고경면 상리리 209-2번지,36.01261356,129.03602142
경상북도 영천시 고경면 상리리 212번지,36.0121635,129.03539987
경상북도 영천시 고경면 상리리 213번지,36.01192833,129.03541012
경상북도 영천시 고경면 상리리 215번지,36.01212609,129.03584663
경상북도 영천시 고경면 상리리 217번지,36.01182259,129.0358162
경상북도 영천시 고경면 상리리 218번지,36.01178034,129.03564055
경상북도 영천시 고경면 상리리 219번지,36.01163335,129.03544568
경상북도 영천시 고경면 상리리 220번지,36.01159765,129.03521286
경상북도 영천시 고경면 상리리 221번지,36.01181276,129.03514786
경상북도 영천시 고경면 상리리 223-3번지,36.01203839,129.03491411
경상북도 영천시 고경면 상리리 224번지,36.01224755,129.03514584
경상북도 영천시 고경면 상리리 225-1번지,36.01248391,129.03528312
경상북도 영천시 고경면 상리리 233번지,36.01215342,129.03463448
경상북도 영천시 고경면 상리리 236번지,36.01146825,129.03482059
경상북도 영천시 고경면 상리리 237번지,36.01156297,129.03498451
경상북도 영천시 고경면 상리리 238번지,36.01137126,129.03518929
