대지위치,사용승인일,지상층수,지하층수,높이(m),구조코드명,기타구조,주용도코드명,비상용승강기수,사용승인일(년도),위도,경도,건물연차점수,지상층수_점수,지하층수_점수,비상용승강기_점수,주용도_점수,구조코드_점수,소화전거리,소방서거리,소화전거리_점수,소방관서거리_점수,total_score
경상북도 영천시 조교동 472-4번지,19841211,2,1,0,철근콘크리트구조,"철근콘크리트, 경량철골조, 시멘트블록조",공장,0,1984,35.98281659,128.9604044,5,1,1,5,8,0,211.11252,576.3912083,5,1,26
경상북도 영천시 조교동 472-5번지,19841211,1,0,0,철근콘크리트구조,철근콘크리트,제2종근린생활시설,0,1984,35.98316949,128.9603579,5,0,0,5,6,0,173.6378745,611.7659335,5,1,22
경상북도 영천시 조교동 472-5번지,19841211,2,1,0,철근콘크리트구조,철근콘크리트,공장,0,1984,35.98316949,128.9603579,5,1,1,5,8,0,173.6378745,611.7659335,5,1,26
경상북도 영천시 조교동 481-2번지,20200603,1,0,5.8,경량철골구조,경량철골구조,단독주택,0,2020,35.9828476,128.9615555,1,0,0,5,2,2,224.7644856,624.203012,5,1,16
경상북도 영천시 조교동 487번지,19970103,1,0,0,벽돌구조,시멘트벽돌조,단독주택,0,1997,35.98298346,128.9620307,3,0,0,5,2,4,192.9015179,659.2638553,5,1,20
경상북도 영천시 조교동 487-5번지,19981126,1,0,0,벽돌구조,시멘트벽돌조,단독주택,0,1998,35.98281412,128.9620048,3,0,0,5,2,4,211.3969351,642.1737141,5,1,20
경상북도 영천시 조교동 490번지,20071109,3,0,10,철근콘크리트구조,철근콘크리트구조,단독주택,0,2007,35.98286407,128.9623113,2,2,0,5,2,0,198.4891039,662.2187426,5,1,17
경상북도 영천시 조교동 518-1번지,20170317,3,0,14.1,일반철골구조,일반철골구조,제2종근린생활시설,0,2017,35.98224479,128.9596866,1,2,0,5,6,2,259.0274652,495.2454699,5,1,22
경상북도 영천시 조교동 521번지,20160707,1,0,2.85,경량철골구조,경량철골구조,자원순환관련시설,0,2016,35.98219468,128.9591798,1,0,0,5,8,2,265.6720763,478.6166077,5,1,22
경상북도 영천시 조교동 528-2번지,20230526,1,0,10.05,일반철골구조,일반철골구조,제2종근린생활시설,0,2023,35.98025847,128.9587376,1,0,0,5,6,2,314.6295599,259.7686075,5,1,20
경상북도 영천시 조교동 550번지,20230613,1,0,5.87,경량철골구조,경량철골구조,창고시설,0,2023,35.97846437,128.9576374,1,0,0,5,8,2,118.1780109,68.07052011,4,1,21
경상북도 영천시 조교동 566번지,20220325,1,0,5.45,경량철골구조,경량철골구조,업무시설,0,2022,35.97765039,128.9580266,1,0,0,5,1,2,21.13086769,37.24164656,1,1,11
경상북도 영천시 조교동 574-8번지,20060821,2,0,9.4,일반철골구조,일반철골구조,단독주택,0,2006,35.97692878,128.958619,2,1,0,5,2,2,75.75275409,125.8749231,3,1,16
경상북도 영천시 조교동 578-1번지,20140801,1,0,3.6,경량철골구조,경량철골구조,제1종근린생활시설,0,2014,35.9777009,128.9561735,2,0,0,5,6,2,176.4776757,176.1099514,5,1,21
경상북도 영천시 조교동 578-2번지,20120618,2,0,9.2,일반철골구조,일반철골구조,제2종근린생활시설,0,2012,35.9772401,128.9562672,2,1,0,5,6,2,168.2612951,184.3036477,5,1,22
경상북도 영천시 조교동 587-2번지,20081217,1,0,6.8,일반철골구조,일반철골구조,제2종근린생활시설,0,2008,35.97663546,128.9543336,2,0,0,5,6,2,287.1514207,370.4291073,5,1,21
경상북도 영천시 조교동 588-12번지,20040413,1,0,0,경량철골구조,경량철골구조,제2종근린생활시설,0,2004,35.97791014,128.9561343,3,0,0,5,6,2,184.6680208,177.0488285,5,1,22
경상북도 영천시 조교동 588-12번지,20040413,1,0,0,경량철골구조,경량철골조(조립식판넬),제2종근린생활시설,0,2004,35.97791014,128.9561343,3,0,0,5,6,2,184.6680208,177.0488285,5,1,22
경상북도 영천시 조교동 588-13번지,20010707,1,0,0,벽돌구조,조적(벽돌)조,단독주택,0,2001,35.97794417,128.9563515,3,0,0,5,2,4,167.0398634,157.3914638,5,1,20
경상북도 영천시 조교동 588-14번지,20111013,1,0,6.15,경량철골구조,경량철골구조,제1종근린생활시설,0,2011,35.97822514,128.9562954,2,0,0,5,6,2,183.7629746,164.6544923,5,1,21
경상북도 영천시 조교동 603-1번지,20121031,1,0,5.25,경량철골구조,경량철골구조,단독주택,0,2012,35.97527979,128.9589845,2,0,0,5,2,2,256.2579907,310.6208368,5,1,17
경상북도 영천시 조교동 606번지,20081031,3,0,10.7,철근콘크리트구조,철근콘크리트구조,단독주택,0,2008,35.97676085,128.9579328,2,2,0,5,2,0,80.99211949,136.3960373,3,1,15
경상북도 영천시 조교동 609번지,20170621,1,0,6.3,경량철골구조,경량철골구조,단독주택,0,2017,35.9760489,128.957376,1,0,0,5,2,2,171.8600964,224.3949235,5,1,16
경상북도 영천시 조교동 614-3번지,20190621,1,0,4.5,경량철골구조,경량철골구조,단독주택,0,2019,35.97505391,128.9577639,1,0,0,5,2,2,270.9692385,326.7691592,5,1,16
경상북도 영천시 조교동 619번지,20210311,1,0,7.2,일반철골구조,일반철골구조,창고시설,0,2021,35.97384423,128.9583098,1,0,0,5,8,2,404.0172643,460.2638843,5,1,22
경상북도 영천시 조교동 626-2번지,20150122,1,0,4.4,경량철골구조,경량철골구조,제1종근린생활시설,0,2015,35.9736859,128.957074,1,0,0,5,6,2,431.5239943,486.3269518,5,1,20
경상북도 영천시 조교동 630번지,20160707,1,0,6.95,경량철골구조,경량철골구조,창고시설,0,2016,35.97441654,128.9575568,1,0,0,5,8,2,343.6824021,399.2421281,5,1,22
경상북도 영천시 조교동 630번지,20160707,1,0,3.5,경량철골구조,경량철골구조,창고시설,0,2016,35.97441654,128.9575568,1,0,0,5,8,2,343.6824021,399.2421281,5,1,22
경상북도 영천시 조교동 630-1번지,20200102,1,0,5.15,경량철골구조,경량철골구조,창고시설,0,2020,35.97434096,128.9569975,1,0,0,5,8,2,362.6145214,416.628115,5,1,22
경상북도 영천시 조교동 630-1번지,20200102,1,0,5.15,경량철골구조,경량철골구조,창고시설,0,2020,35.97434096,128.9569975,1,0,0,5,8,2,362.6145214,416.628115,5,1,22
경상북도 영천시 조교동 630-1번지,20200102,1,0,5.15,경량철골구조,경량철골구조,창고시설,0,2020,35.97434096,128.9569975,1,0,0,5,8,2,362.6145214,416.628115,5,1,22
경상북도 영천시 조교동 643-2번지,20220922,1,0,7.2,경량철골구조,경량철골구조,제1종근린생활시설,0,2022,35.97573494,128.9562784,1,0,0,5,6,2,254.3699108,298.6443273,5,1,20
경상북도 영천시 조교동 643-2번지,20230412,2,0,6.9,경량철골구조,경량철골구조,제1종근린생활시설,0,2023,35.97573494,128.9562784,1,1,0,5,6,2,254.3699108,298.6443273,5,1,21
경상북도 영천시 조교동 647-2번지,20220921,1,0,6.1,일반철골구조,일반철골구조,제1종근린생활시설,0,2022,35.97657681,128.956665,1,0,0,5,6,2,164.2320841,202.529897,5,1,20
경상북도 영천시 조교동 647-4번지,20220830,1,0,6.6,일반철골구조,일반철골구조,제1종근린생활시설,0,2022,35.97648219,128.9562792,1,0,0,5,6,2,198.6061249,233.6295175,5,1,20
경상북도 영천시 조교동 648-3번지,20111104,2,0,10.9,일반철골구조,일반철골조,제2종근린생활시설,0,2011,35.97488471,128.9561447,2,1,0,5,6,2,338.130333,386.5476656,5,1,22
경상북도 영천시 조교동 679-6번지,20220203,2,1,13.2,일반철골구조,일반철골구조,판매시설,0,2022,35.97030678,128.9539565,1,1,1,5,6,2,508.5998434,931.1378968,5,1,22
경상북도 영천시 조교동 687-1번지,20130627,2,0,7.4,경량철골구조,경량철골구조,노유자시설,0,2013,35.97541277,128.9557059,2,1,0,5,7,2,315.4739429,357.6342114,5,1,23
경상북도 영천시 조교동 691번지,20140602,2,0,7.5,일반철골구조,경량철골조,제1종근린생활시설,0,2014,35.97617967,128.9546725,2,1,0,5,6,2,302.3653804,367.6919432,5,1,22
경상북도 영천시 조교동 695-2번지,20221109,1,0,6.7,일반철골구조,일반철골구조,제1종근린생활시설,0,2022,35.97589345,128.9540669,1,0,0,5,6,2,243.8474759,430.7464603,5,1,20
경상북도 영천시 조교동 696-1번지,20180810,2,0,8.3,일반철골구조,일반철골구조,제2종근린생활시설,0,2018,35.97585756,128.954522,1,1,0,5,6,2,284.328066,399.1966168,5,1,21
경상북도 영천시 조교동 696-1번지,20091231,1,0,5.6,경량철골구조,경량철골구조,제2종근린생활시설,0,2009,35.97585756,128.954522,2,0,0,5,6,2,284.328066,399.1966168,5,1,21
경상북도 영천시 조교동 696-1번지,20091231,1,0,5.6,경량철골구조,경량철골구조,제2종근린생활시설,0,2009,35.97585756,128.954522,2,0,0,5,6,2,284.328066,399.1966168,5,1,21
경상북도 영천시 조교동 699-1번지,20240821,1,0,3,경량철골구조,경량철골구조,제2종근린생활시설,0,2024,35.97605315,128.9549275,1,0,0,5,6,2,322.8215018,356.9349983,5,1,20
경상북도 영천시 조교동 699-1번지,20080905,1,0,5.9,경량철골구조,경량철골구조,제2종근린생활시설,0,2008,35.97605315,128.9549275,2,0,0,5,6,2,322.8215018,356.9349983,5,1,21
경상북도 영천시 조교동 701-1번지,20240327,1,0,2.5,경량철골구조,컨테이너,제2종근린생활시설,0,2024,35.97617882,128.9551229,1,0,0,5,6,2,305.3184108,334.4822922,5,1,20
경상북도 영천시 조교동 701-1번지,20160428,1,0,5.1,일반철골구조,일반철골구조,제2종근린생활시설,0,2016,35.97617882,128.9551229,1,0,0,5,6,2,305.3184108,334.4822922,5,1,20
경상북도 영천시 조교동 702-2번지,19980425,1,0,0,경량철골구조,조립식,제1종근린생활시설,0,1998,35.97631851,128.9555578,3,0,0,5,6,2,263.5277262,294.0437329,5,1,22
경상북도 영천시 조교동 702-3번지,19960404,1,0,5.6,경량철골구조,경량철골조,제2종근린생활시설,0,1996,35.97637267,128.9557731,3,0,0,5,6,2,243.7136027,275.2902595,5,1,22
경상북도 영천시 조교동 702-5번지,20041208,2,0,0,일반철골구조,"일반철골조,경량철골조",창고시설,0,2004,35.97681534,128.9552443,3,1,0,5,8,2,268.4743454,287.7586011,5,1,25
경상북도 영천시 조교동 702-6번지,19990218,1,0,0,경량철골구조,경량철골조,제1종근린생활시설,0,1999,35.97672377,128.9550408,3,0,0,5,6,2,288.9063408,308.6916807,5,1,22
경상북도 영천시 조교동 702-7번지,19971220,1,0,5.6,경량철골구조,경량철골조(조립식),제1종근린생활시설,0,1997,35.97671693,128.9547419,3,0,0,5,6,2,314.9574344,333.2216052,5,1,22
경상북도 영천시 조교동 702-11번지,20200408,4,1,20.2,철근콘크리트구조,철근콘크리트구조,제2종근린생활시설,0,2020,35.97664586,128.954027,1,3,1,5,6,0,262.2040924,395.3919105,5,1,22
경상북도 영천시 조교동 703-1번지,19950828,1,0,4.8,경량철골구조,경량철골조,제2종근린생활시설,0,1995,35.97635652,128.955266,3,0,0,5,6,2,284.8709736,312.4449306,5,1,22
경상북도 영천시 조교동 711번지,20191126,2,0,8.5,일반철골구조,일반철골조,제2종근린생활시설,0,2019,35.97418098,128.9528095,1,1,0,5,6,2,210.8666664,636.46995,5,1,21
경상북도 영천시 조교동 711번지,20101105,4,0,18.8,일반철골구조,일반철골구조,노유자시설,0,2010,35.97418098,128.9528095,2,3,0,5,7,2,210.8666664,636.46995,5,1,25
경상북도 영천시 조교동 712번지,20180904,4,0,21.6,일반철골구조,일반철골조/철근콘크리트,제2종근린생활시설,0,2018,35.97329439,128.9525062,1,3,0,5,6,2,284.0221437,724.4567127,5,1,23
경상북도 영천시 조교동 712-2번지,20180717,4,0,14.3,철근콘크리트구조,철근콘크리트조,단독주택,0,2018,35.9730638,128.952435,1,3,0,5,2,0,306.0166585,747.4651868,5,1,17
경상북도 영천시 조교동 713-1번지,20101123,1,0,4.8,경량철골구조,경량철골구조,제1종근린생활시설,0,2010,35.97292352,128.9521511,2,0,0,5,6,2,305.5775674,776.3389966,5,1,21
경상북도 영천시 조교동 713-1번지,20210823,1,0,4.1,강파이프구조,철파이프조,제1종근린생활시설,0,2021,35.97292352,128.9521511,1,0,0,5,6,2,305.5775674,776.3389966,5,1,20
경상북도 영천시 조교동 725-1번지,20140819,4,0,14.2,철근콘크리트구조,철근콘크리트구조,단독주택,0,2014,35.97209051,128.9525976,2,3,0,5,2,0,337.615953,821.0003449,5,1,18
경상북도 영천시 조교동 725-3번지,20140819,4,0,14.2,철근콘크리트구조,철근콘크리트구조,단독주택,0,2014,35.97199766,128.9524451,2,3,0,5,2,0,324.7219321,837.5251147,5,1,18
경상북도 영천시 조교동 725-4번지,20141106,4,0,12.3,철근콘크리트구조,철근콘크리트구조,단독주택,0,2014,35.97187918,128.9523223,2,3,0,5,2,0,315.2759241,854.7002963,5,1,18
경상북도 영천시 조교동 725-5번지,20141106,4,0,12.3,철근콘크리트구조,철근콘크리트구조,단독주택,0,2014,35.97176253,128.9521982,2,3,0,5,2,0,306.3415084,871.7920444,5,1,18
경상북도 영천시 조교동 725-6번지,20150213,4,0,12.2,철근콘크리트구조,철근콘크리트구조,단독주택,0,2015,35.97166186,128.9520447,1,3,0,5,2,0,295.1469299,889.0909989,5,1,17
경상북도 영천시 조교동 725-8번지,20150213,4,0,12.2,철근콘크리트구조,철근콘크리트구조,단독주택,0,2015,35.97157541,128.9521632,1,3,0,5,2,0,307.8072604,890.2684705,5,1,17
경상북도 영천시 조교동 727번지,20050110,4,1,20.6,철근콘크리트구조,철근콘크리트구조 및 철골,제1종근린생활시설,0,2005,35.97114238,128.9517407,2,3,1,5,6,0,288.6243963,951.6015489,5,1,23
경상북도 영천시 조교동 731번지,20121221,2,0,10.1,일반철골구조,일반철골구조,제1종근린생활시설,0,2012,35.97122791,128.9511303,2,1,0,5,6,2,235.5183894,978.2952137,5,1,22
경상북도 영천시 조교동 731-2번지,20121010,4,0,11.75,철근콘크리트구조,철근콘크리트구조,단독주택,0,2012,35.97165631,128.951721,2,3,0,5,2,0,267.034516,907.7138152,5,1,18
경상북도 영천시 조교동 731-4번지,20130904,2,0,10.1,일반철골구조,일반철골구조,제2종근린생활시설,0,2013,35.97145335,128.9513191,2,1,0,5,6,2,239.8655779,948.1701487,5,1,22
경상북도 영천시 조교동 731-6번지,20121010,4,0,13.6,철근콘크리트구조,철근콘크리트구조,공동주택,0,2012,35.97211958,128.9521734,2,3,0,5,2,0,299.3216018,842.0656486,5,1,18
경상북도 영천시 조교동 731-7번지,20161207,4,0,14.55,철근콘크리트구조,철근콘크리트구조,단독주택,0,2016,35.97227957,128.9522759,1,3,0,5,2,0,308.0721388,822.4672849,5,1,17
경상북도 영천시 조교동 731-9번지,20120925,4,0,13.6,철근콘크리트구조,철근콘크리트구조,공동주택,0,2012,35.97187044,128.9519296,2,3,0,5,2,0,280.4673686,877.3998306,5,1,18
경상북도 영천시 조교동 731-10번지,20120911,4,0,13.6,철근콘크리트구조,철근콘크리트구조,공동주택,0,2012,35.97192708,128.9517215,2,3,0,5,2,0,260.9970549,884.5678358,5,1,18
경상북도 영천시 조교동 733-2번지,20170203,2,0,10.6,철근콘크리트구조,철근콘크리트구조,제2종근린생활시설,0,2017,35.97240381,128.9519001,1,1,0,5,6,0,274.6469218,834.0999867,5,1,19
경상북도 영천시 조교동 733-8번지,20140319,2,0,9.4,일반철골구조,일반철골구조,제1종근린생활시설,0,2014,35.97216934,128.9518791,2,1,0,5,6,2,272.5979737,854.8935786,5,1,22
경상북도 영천시 조교동 734번지,20040903,4,0,16,철근콘크리트구조,철근콘크리트구조,제2종근린생활시설,0,2004,35.97175639,128.9515012,3,3,0,5,6,0,245.1320516,911.8746601,5,1,23
경상북도 영천시 조교동 734-6번지,20170118,3,0,15.15,철근콘크리트구조,철근콘크리트구조,제2종근린생활시설,0,2017,35.97159205,128.9513729,1,2,0,5,6,0,239.0475748,933.2673827,5,1,20
경상북도 영천시 조교동 734-10번지,20120730,4,0,16.7,철근콘크리트구조,철근콘크리트구조,제1종근린생활시설,0,2012,35.97195237,128.9515352,2,3,0,5,6,0,244.0035993,893.4236153,5,1,22
경상북도 영천시 조교동 738-1번지,20040511,3,0,12.2,일반철골구조,철골조,제2종근린생활시설,0,2004,35.97075972,128.9498443,3,2,0,5,6,2,190.2769755,1093.844252,5,2,25
경상북도 영천시 조교동 738-11번지,20000509,4,0,15.4,일반철골구조,철골조,제2종근린생활시설,0,2000,35.97072274,128.9501454,3,3,0,5,6,2,207.7841113,1078.702116,5,2,26
경상북도 영천시 조교동 739번지,20061229,1,0,6.4,일반철골구조,일반철골구조,위험물저장및처리시설,0,2006,35.97002848,128.9510425,2,0,0,5,8,2,317.8314227,1088.623257,5,2,24
경상북도 영천시 조교동 739번지,20061229,1,0,5.2,철근콘크리트구조,철근콘크리트구조,위험물저장및처리시설,0,2006,35.97002848,128.9510425,2,0,0,5,8,0,317.8314227,1088.623257,5,2,22
경상북도 영천시 조교동 739-1번지,20020617,1,0,0,강파이프구조,강파이프구조,창고시설,0,2002,35.97020032,128.9506817,3,0,0,5,8,2,283.0355499,1092.68944,5,2,25
경상북도 영천시 조교동 742번지,20001010,1,0,0,경량철골구조,경량철골조,제1종근린생활시설,0,2000,35.97107739,128.9509391,3,0,0,5,6,2,229.9465273,1002.171279,5,2,23
경상북도 영천시 조교동 742-4번지,20231221,1,0,5.6,경량철골구조,경량철골구조,제2종근린생활시설,0,2023,35.97095554,128.9509073,1,0,0,5,6,2,235.7717095,1014.410576,5,2,21
경상북도 영천시 조교동 743번지,20160520,3,0,12.8,철근콘크리트구조,철근콘크리트구조,제2종근린생활시설,0,2016,35.97066836,128.9509406,1,2,0,5,6,0,258.9716753,1037.336446,5,2,21
경상북도 영천시 조교동 743-2번지,20160520,3,0,12.3,철근콘크리트구조,철근콘크리트구조,제2종근린생활시설,0,2016,35.9702852,128.9512971,1,2,0,5,6,0,311.6915605,1052.073105,5,2,21
경상북도 영천시 조교동 748-3번지,20210527,2,0,10.1,철근콘크리트구조,철근콘크리트구조,제2종근린생활시설,0,2021,35.9699116,128.9524384,1,1,0,5,6,0,415.8857159,1031.734721,5,2,20
경상북도 영천시 조교동 749-2번지,20140718,1,0,5,경량철골구조,경량철골구조,제1종근린생활시설,0,2014,35.97004761,128.9531446,2,0,0,5,6,2,458.5968734,988.3569677,5,1,21
경상북도 영천시 조교동 751-1번지,20210408,1,0,8.8,일반철골구조,일반철골구조,창고시설,0,2021,35.97142491,128.9535646,1,0,0,5,8,2,434.3574368,835.3756411,5,1,22
경상북도 영천시 조교동 751-1번지,19961226,1,1,8.85,철근콘크리트구조,"철근콘크리트조, 철골조",판매시설,0,1996,35.97142491,128.9535646,3,0,1,5,6,0,434.3574368,835.3756411,5,1,21
경상북도 영천시 조교동 751-9번지,20131002,1,0,8.3,일반철골구조,일반철골구조,창고시설,0,2013,35.97101373,128.9532671,2,0,0,5,8,2,421.1492338,888.3523,5,1,23
