대지위치,사용승인일,지상층수,지하층수,높이(m),구조코드명,기타구조,주용도코드명,비상용승강기수,사용승인일(년도),위도,경도,건물연차점수,지상층수_점수,지하층수_점수,비상용승강기_점수,주용도_점수,구조코드_점수,소화전거리,소방서거리,소화전거리_점수,소방관서거리_점수,total_score
경상북도 영천시 도동 273-16번지,20221201,1,0,6.39,일반철골구조,일반철골구조,제1종근린생활시설,0,2022,35.94290406,128.9273536,1,0,0,5,6,2,112.6650668,1835.06062,4,2,20
경상북도 영천시 도동 487-6번지,1954,1,0,0,일반목구조,목조,단독주택,0,1954,35.94432391,128.9285189,5,0,0,5,2,5,106.5067773,1777.810065,4,2,23
경상북도 영천시 도동 487-7번지,1960,1,0,0,일반목구조,목조,단독주택,0,1960,35.9442022,128.9285569,5,0,0,5,2,5,93.22368598,1770.222338,4,2,23
경상북도 영천시 도동 488-1번지,20090220,1,0,5.06,경량철골구조,경량철골구조,창고시설,0,2009,35.94421757,128.928458,2,0,0,5,8,2,94.58237891,1779.208266,4,2,23
경상북도 영천시 도동 489-6번지,20160309,1,0,5.2,경량철골구조,경량철골구조,제2종근린생활시설,0,2016,35.94384723,128.9285809,1,0,0,5,6,2,54.37755604,1756.015205,2,2,18
경상북도 영천시 도동 490번지,1962,1,0,0,블록구조,블록조,단독주택,0,1962,35.94376503,128.9285937,5,0,0,5,2,4,45.70993898,1752.207387,2,2,20
경상북도 영천시 도동 490번지,1962,1,0,0,블록구조,블록조,제1종근린생활시설,0,1962,35.94376503,128.9285937,5,0,0,5,6,4,45.70993898,1752.207387,2,2,24
경상북도 영천시 도동 491-5번지,20090218,3,0,9.4,일반철골구조,일반철골구조,제2종근린생활시설,0,2009,35.94363993,128.9286348,2,2,0,5,6,2,33.90768732,1744.634115,2,2,21
경상북도 영천시 도동 494-1번지,20021230,2,0,7.8,일반철골구조,철골조,단독주택,0,2002,35.9430967,128.9289859,3,1,0,5,2,2,55.56446727,1697.733314,2,2,17
경상북도 영천시 도동 494-2번지,1957,1,0,0,일반목구조,목조,단독주택,0,1957,35.94313576,128.9289101,5,0,0,5,2,5,47.47203436,1705.455371,2,2,21
경상북도 영천시 도동 495-8번지,1939,1,0,0,일반목구조,목조,단독주택,0,1939,35.94308193,128.928817,5,0,0,5,2,5,44.70790789,1712.003531,2,2,21
경상북도 영천시 도동 495-9번지,20030814,2,0,0,일반철골구조,철골조,제1종근린생활시설,0,2003,35.94316656,128.9287656,3,1,0,5,6,2,34.93008387,1718.908529,2,2,21
경상북도 영천시 도동 509-2번지,20140612,3,0,14.25,일반철골구조,일반철골구조,판매시설,0,2014,35.94178324,128.9309273,2,2,0,5,6,2,282.9774713,1494.169046,5,2,24
경상북도 영천시 도동 511-1번지,19941207,3,0,9.6,철근콘크리트구조,철근콘크리트,공동주택,0,1994,35.94170552,128.9312209,4,2,0,5,2,0,309.1986646,1466.555435,5,2,20
경상북도 영천시 도동 515-1번지,19951129,3,0,9.6,철근콘크리트구조,철근콘크리트,공동주택,0,1995,35.94144188,128.931237,3,2,0,5,2,0,328.6567673,1459.713154,5,2,19
경상북도 영천시 도동 516-1번지,19950509,1,0,0,경량철골구조,경량철골조(조립식),단독주택,0,1995,35.94162954,128.9316084,3,0,0,5,2,2,336.314419,1430.691908,5,2,19
경상북도 영천시 도동 516-2번지,19950922,2,0,8.6,철근콘크리트구조,"R.C조, 시멘트벽돌조",창고시설,0,1995,35.94151586,128.9314663,3,1,0,5,8,0,339.5327123,1440.880208,5,2,24
경상북도 영천시 도동 516-3번지,20040402,1,0,0,철근콘크리트구조,철골콘크리트구조,창고시설,0,2004,35.94141988,128.9314449,3,0,0,5,8,0,344.6060683,1440.858991,5,2,23
경상북도 영천시 도동 516-4번지,19950605,1,0,0,벽돌구조,시멘트벽돌조,단독주택,0,1995,35.94124921,128.9314342,3,0,0,5,2,4,343.9103774,1438.59238,5,2,21
경상북도 영천시 도동 517번지,19910907,1,0,0,벽돌구조,시멘트벽돌,단독주택,0,1991,35.94123774,128.9315752,4,0,0,5,2,4,331.155726,1425.860838,5,2,22
경상북도 영천시 도동 518-1번지,1958,1,0,0,일반목구조,목조,단독주택,0,1958,35.9414949,128.9303328,5,0,0,5,2,5,267.4909956,1540.913258,5,2,24
경상북도 영천시 도동 518-2번지,1947,1,0,0,일반목구조,목조,단독주택,0,1947,35.94124969,128.9302168,5,0,0,5,2,5,283.2798725,1546.838611,5,2,24
경상북도 영천시 도동 518-2번지,1939,1,0,0,일반목구조,목조,단독주택,0,1939,35.94124969,128.9302168,5,0,0,5,2,5,283.2798725,1546.838611,5,2,24
경상북도 영천시 도동 518-3번지,20151005,1,0,6.6,경량철골구조,경량철골구조,단독주택,0,2015,35.94126988,128.9312472,1,0,0,5,2,2,342.0951419,1455.574974,5,2,17
경상북도 영천시 도동 518-8번지,20100811,1,0,4,경량철골구조,경량철골구조,단독주택,0,2010,35.94124292,128.9310243,2,0,0,5,2,2,329.8360356,1474.903697,5,2,18
경상북도 영천시 도동 518-8번지,1960,1,0,0,일반목구조,목조,단독주택,0,1960,35.94124292,128.9310243,5,0,0,5,2,5,329.8360356,1474.903697,5,2,24
경상북도 영천시 도동 518-10번지,1982,1,0,0,블록구조,블록조,단독주택,0,1982,35.94113352,128.9305712,5,0,0,5,2,4,312.3584904,1513.363233,5,2,23
경상북도 영천시 도동 519-1번지,19830406,1,0,0,블록구조,블록조,단독주택,0,1983,35.94089815,128.9313387,5,0,0,5,2,4,350.0071193,1441.269513,5,2,23
경상북도 영천시 도동 519-2번지,1960,1,0,0,일반목구조,목조,단독주택,0,1960,35.94100928,128.9302727,5,0,0,5,2,5,308.4847738,1538.019436,5,2,24
경상북도 영천시 도동 519-2번지,1960,1,0,0,일반목구조,목조,단독주택,0,1960,35.94100928,128.9302727,5,0,0,5,2,5,308.4847738,1538.019436,5,2,24
경상북도 영천시 도동 519-2번지,20040914,1,0,0,철근콘크리트구조,철근콘크리트구조,단독주택,0,2004,35.94100928,128.9302727,3,0,0,5,2,0,308.4847738,1538.019436,5,2,17
경상북도 영천시 도동 519-3번지,1961,1,0,0,일반목구조,목조,단독주택,0,1961,35.94090661,128.9311659,5,0,0,5,2,5,365.5671633,1456.806826,5,2,24
경상북도 영천시 도동 519-3번지,19920106,1,0,0,벽돌구조,시멘트벽돌,단독주택,0,1992,35.94090661,128.9311659,4,0,0,5,2,4,365.5671633,1456.806826,5,2,22
경상북도 영천시 도동 519-6번지,19820608,1,0,0,블록구조,블록조,단독주택,0,1982,35.94080173,128.9313167,5,0,0,5,2,4,352.0725434,1441.815949,5,2,23
경상북도 영천시 도동 541-6번지,20110711,1,0,4.9,경량철골구조,경량철골조,제2종근린생활시설,0,2011,35.94098781,128.9278699,2,0,0,5,6,2,269.9558557,1752.315879,5,2,22
경상북도 영천시 도동 542-1번지,20070719,1,0,0,블록구조,블록구조,단독주택,0,2007,35.9413987,128.9275897,2,0,0,5,2,4,232.6730439,1783.226404,5,2,20
경상북도 영천시 도동 542-1번지,20070719,1,0,0,벽돌구조,벽돌구조,단독주택,0,2007,35.9413987,128.9275897,2,0,0,5,2,4,232.6730439,1783.226404,5,2,20
경상북도 영천시 도동 542-10번지,20060928,1,0,0,벽돌구조,시멘트벽돌구조,노유자시설,0,2006,35.94134841,128.9279435,2,0,0,5,7,4,229.3474549,1750.90484,5,2,25
경상북도 영천시 도동 544-1번지,1962,1,0,0,일반목구조,목조,단독주택,0,1962,35.94163064,128.9276291,5,0,0,5,2,5,207.2790737,1783.531925,5,2,24
경상북도 영천시 도동 545-1번지,20040722,2,0,8,일반철골구조,철골조,제2종근린생활시설,0,2004,35.9417897,128.9276337,3,1,0,5,6,2,190.7521828,1785.959773,5,2,24
경상북도 영천시 도동 545-1번지,20090722,1,0,5.6,경량철골구조,경량철골구조,교육연구시설,0,2009,35.9417897,128.9276337,2,0,0,5,7,2,190.7521828,1785.959773,5,2,23
경상북도 영천시 도동 547-7번지,1949,1,0,0,일반목구조,목조,단독주택,0,1949,35.94071161,128.9266928,5,0,0,5,2,5,335.6913344,1854.45989,5,2,24
경상북도 영천시 도동 553-1번지,20040612,1,0,0,경량철골구조,경량철골구조,제2종근린생활시설,0,2004,35.94260011,128.9275057,3,0,0,5,6,2,121.4787123,1814.260746,5,2,23
경상북도 영천시 도동 553-1번지,20040612,1,0,0,일반철골구조,일반철골구조,제2종근린생활시설,0,2004,35.94260011,128.9275057,3,0,0,5,6,2,121.4787123,1814.260746,5,2,23
경상북도 영천시 도동 553-3번지,19981223,1,0,3.2,경량철골구조,컨테이너,제2종근린생활시설,0,1998,35.9423022,128.9269903,3,0,0,5,6,2,178.0046943,1853.064909,5,2,23
경상북도 영천시 도동 553-3번지,19981223,1,0,3.2,경량철골구조,컨테이너,제2종근린생활시설,0,1998,35.9423022,128.9269903,3,0,0,5,6,2,178.0046943,1853.064909,5,2,23
경상북도 영천시 도동 554-4번지,20150716,1,0,2.7,경량철골구조,경량철골구조,제2종근린생활시설,0,2015,35.94227846,128.9277393,1,0,0,5,6,2,137.6237827,1786.394154,5,2,21
경상북도 영천시 도동 555-2번지,1951,1,0,0,일반목구조,목조,단독주택,0,1951,35.94273167,128.9277918,5,0,0,5,2,5,93.18232203,1792.300814,4,2,23
경상북도 영천시 도동 556-3번지,1960,1,0,4.5,일반목구조,목조,제2종근린생활시설,0,1960,35.94274538,128.9281277,5,0,0,5,6,5,75.56194207,1763.182771,3,2,26
경상북도 영천시 도동 557-4번지,20030305,1,0,0,벽돌구조,시멘트벽돌조,단독주택,0,2003,35.94298813,128.9288788,3,0,0,5,2,4,56.12822266,1703.980535,2,2,18
경상북도 영천시 도동 558-4번지,1962,1,0,0,블록구조,블록조,창고시설,0,1962,35.94317227,128.9286013,5,0,0,5,8,4,24.80668182,1733.357512,1,2,25
경상북도 영천시 도동 559-5번지,1958,1,0,0,일반목구조,목조,단독주택,0,1958,35.94303236,128.9282014,5,0,0,5,2,5,44.22134255,1764.276922,2,2,21
경상북도 영천시 도동 559-5번지,1958,1,0,0,일반목구조,목조,제1종근린생활시설,0,1958,35.94303236,128.9282014,5,0,0,5,6,5,44.22134255,1764.276922,2,2,25
경상북도 영천시 도동 560-2번지,1940,1,0,0,일반목구조,목조,단독주택,0,1940,35.94352477,128.9283265,5,0,0,5,2,5,21.61788613,1767.668134,1,2,20
경상북도 영천시 도동 560-3번지,20150421,1,0,4.9,일반철골구조,일반철골구조,제1종근린생활시설,0,2015,35.94340785,128.9283523,1,0,0,5,6,2,11.26081602,1761.885519,1,2,17
경상북도 영천시 도동 560-4번지,1940,1,0,0,일반목구조,목조,단독주택,0,1940,35.94350098,128.9282142,5,0,0,5,2,5,27.18466664,1776.66182,1,2,20
경상북도 영천시 도동 560-5번지,1940,1,0,0,일반목구조,목조,단독주택,0,1940,35.94342773,128.9282366,5,0,0,5,2,5,21.797519,1772.517062,1,2,20
경상북도 영천시 도동 561-1번지,1935,1,0,0,일반목구조,목조,단독주택,0,1935,35.94346979,128.9281592,5,0,0,5,2,5,29.96139237,1780.490326,1,2,20
경상북도 영천시 도동 561-2번지,1949,1,0,0,일반목구조,목조,단독주택,0,1949,35.94336824,128.9280863,5,0,0,5,2,5,34.25228311,1783.795158,2,2,21
경상북도 영천시 도동 561-7번지,1956,1,0,0,기타조적구조,토담조,단독주택,0,1956,35.943238,128.9281108,5,0,0,5,2,4,35.11601285,1777.908337,2,2,20
경상북도 영천시 도동 572-2번지,20141125,1,0,4.69,경량철골구조,경량철골구조,제1종근린생활시설,0,2014,35.94366293,128.9282801,2,0,0,5,6,2,36.95016186,1775.970559,2,2,19
경상북도 영천시 도동 573-2번지,1958,1,0,0,벽돌구조,흙벽돌조,단독주택,0,1958,35.94386949,128.9282784,5,0,0,5,2,4,58.393034,1782.75851,2,2,20
경상북도 영천시 도동 573-3번지,1954,1,0,0,일반목구조,"목조, 토담조",단독주택,0,1954,35.94392949,128.9282007,5,0,0,5,2,5,66.97714692,1791.412271,3,2,22
경상북도 영천시 도동 583-6번지,19960725,1,0,6.55,일반철골구조,철골조,자원순환관련시설,0,1996,35.94126841,128.9269781,3,0,0,5,8,2,269.1004561,1835.832768,5,2,25
경상북도 영천시 도동 583-6번지,20230927,1,0,12.1,일반철골구조,일반철골구조,자원순환관련시설,0,2023,35.94126841,128.9269781,1,0,0,5,8,2,269.1004561,1835.832768,5,2,23
경상북도 영천시 도동 583-8번지,20070521,1,0,0,일반철골구조,일반철골구조,창고시설,0,2007,35.94131943,128.9265782,2,0,0,5,8,2,284.156619,1872.264182,5,2,24
경상북도 영천시 도동 585번지,19941124,1,1,0,철근콘크리트구조,"철근콘크리트조, 철파이프조",공장,0,1994,35.94253265,128.925753,4,0,1,5,8,0,261.3305192,1967.298692,5,2,25
경상북도 영천시 도동 585번지,19941124,1,1,0,철근콘크리트구조,"철근콘크리트조, 철파이프조",공장,0,1994,35.94253265,128.925753,4,0,1,5,8,0,261.3305192,1967.298692,5,2,25
경상북도 영천시 도동 585번지,19910704,1,1,0,강파이프구조,"파이프조,철근콘크리트조",공장,0,1991,35.94253265,128.925753,4,0,1,5,8,2,261.3305192,1967.298692,5,2,27
경상북도 영천시 도동 585-1번지,19911200,1,1,0,강파이프구조,파이프,제2종근린생활시설,0,1991,35.94276297,128.9254271,4,0,1,5,6,2,281.7630778,2001.091715,5,2,25
경상북도 영천시 도동 585-3번지,19911200,1,1,0,강파이프구조,파이프,제2종근린생활시설,0,1991,35.94316339,128.925653,4,0,1,5,6,2,254.3136394,1990.701809,5,2,25
경상북도 영천시 도동 585-4번지,19941124,1,1,0,강파이프구조,철파이프조,제2종근린생활시설,0,1994,35.94351376,128.9255556,4,0,1,5,6,2,262.5818206,2008.322519,5,2,25
경상북도 영천시 도동 585-8번지,19941124,1,1,0,강파이프구조,"철근콘크리트조, 철파이프조",제2종근린생활시설,0,1994,35.9438591,128.925154,4,0,1,5,6,2,303.2070171,2052.895103,5,2,25
경상북도 영천시 도동 585-9번지,19941124,1,1,0,강파이프구조,"철근콘크리트조, 철파이프조",제2종근린생활시설,0,1994,35.94346207,128.9251326,4,0,1,5,6,2,300.3401869,2043.932182,5,2,25
경상북도 영천시 도동 585-10번지,19941124,1,1,0,강파이프구조,파이프조,제2종근린생활시설,0,1994,35.94306119,128.9251203,4,0,1,5,6,2,303.1724819,2034.996401,5,2,25
경상북도 영천시 도동 585-11번지,19911200,1,0,4.95,일반철골구조,일반철골구조,제2종근린생활시설,0,1991,35.94266223,128.9251348,4,0,0,5,6,2,310.0256389,2024.681663,5,2,24
경상북도 영천시 도동 585-12번지,19910704,1,1,0,강파이프구조,철파이프조,제2종근린생활시설,0,1991,35.94225382,128.9251373,4,0,1,5,6,2,324.2853273,2016.171725,5,2,25
경상북도 영천시 도동 588-9번지,1959,1,0,0,일반목구조,목조,단독주택,0,1959,35.94284325,128.925562,5,0,0,5,2,5,267.9111021,1991.031379,5,2,24
경상북도 영천시 도동 594-1번지,20181030,1,0,3.2,경량철골구조,경량철골조,동물및식물관련시설,0,2018,35.94199383,128.9254538,1,0,0,5,3,2,311.2665327,1983.283154,5,2,18
경상북도 영천시 도동 594-7번지,20140630,2,0,7.1,일반철골구조,일반철골구조,제2종근린생활시설,0,2014,35.94143617,128.9251268,2,1,0,5,6,2,369.465879,2003.512587,5,2,23
경상북도 영천시 도동 600-3번지,20110729,2,0,9.9,일반철골구조,일반철골구조,공장,0,2011,35.94026708,128.9255325,2,1,0,5,8,2,434.278523,1954.693169,5,2,25
경상북도 영천시 도동 601-2번지,19971119,1,0,6.3,경량철골구조,철골구조,자동차관련시설,0,1997,35.94063709,128.9255985,3,0,0,5,3,2,398.5227195,1951.832429,5,2,20
경상북도 영천시 도동 601-2번지,20211104,1,0,5.7,일반철골구조,일반철골조,자동차관련시설,0,2021,35.94063709,128.9255985,1,0,0,5,3,2,398.5227195,1951.832429,5,2,18
경상북도 영천시 도동 601-2번지,20211104,1,0,10.4,일반철골구조,일반철골조,자동차관련시설,0,2021,35.94063709,128.9255985,1,0,0,5,3,2,398.5227195,1951.832429,5,2,18
경상북도 영천시 도동 601-2번지,19971119,1,0,0,경량철골구조,철골구조,자동차관련시설,0,1997,35.94063709,128.9255985,3,0,0,5,3,2,398.5227195,1951.832429,5,2,20
경상북도 영천시 도동 608-1번지,1952,1,0,0,일반목구조,목조,단독주택,0,1952,35.93962928,128.9255333,5,0,0,5,2,5,492.4238213,1951.36492,5,2,24
경상북도 영천시 도동 620-2번지,19950810,2,0,10.55,일반철골구조,철골조,공장,0,1995,35.9387501,128.9282991,3,1,0,5,8,2,415.5228988,1702.165871,5,2,26
경상북도 영천시 도동 620-28번지,20111206,1,0,10.75,일반철골구조,일반철골구조,창고시설,0,2011,35.93909877,128.9277078,2,0,0,5,8,2,443.1312961,1754.851229,5,2,24
경상북도 영천시 도동 625-1번지,1953,1,0,0,일반목구조,목조,단독주택,0,1953,35.9397797,128.9279616,5,0,0,5,2,5,401.4744142,1733.450516,5,2,24
경상북도 영천시 도동 631번지,20030408,2,0,4.7,벽돌구조,벽돌구조,분뇨.쓰레기처리시설,0,2003,35.93971256,128.9267616,3,1,0,5,8,4,434.3857725,1841.124577,5,2,28
경상북도 영천시 도동 631번지,20030408,1,0,5.2,경량철골구조,경량철골구조,분뇨.쓰레기처리시설,0,2003,35.93971256,128.9267616,3,0,0,5,8,2,434.3857725,1841.124577,5,2,25
경상북도 영천시 도동 631번지,20030408,1,0,0,일반철골구조,철골조,분뇨.쓰레기처리시설,0,2003,35.93971256,128.9267616,3,0,0,5,8,2,434.3857725,1841.124577,5,2,25
경상북도 영천시 도동 631번지,20161220,1,0,2.85,경량철골구조,경량철골구조,자원순환관련시설,0,2016,35.93971256,128.9267616,1,0,0,5,8,2,434.3857725,1841.124577,5,2,23
경상북도 영천시 도동 632번지,20100907,1,0,7.6,일반철골구조,일반철골구조,창고시설,0,2010,35.94029911,128.9269223,2,0,0,5,8,2,368.3820726,1830.090743,5,2,24
경상북도 영천시 도동 632-1번지,20050822,1,0,8.15,일반철골구조,일반철골구조,창고시설,0,2005,35.94003216,128.9268745,2,0,0,5,8,2,397.5604422,1832.541891,5,2,24
경상북도 영천시 도동 635-2번지,1958,1,0,0,기타조적구조,토담조,단독주택,0,1958,35.94002722,128.9277319,5,0,0,5,2,4,377.2139074,1755.438715,5,2,23
경상북도 영천시 도동 638-1번지,19940728,1,0,0,벽돌구조,시멘트벽돌조,단독주택,0,1994,35.94039262,128.9278436,4,0,0,5,2,4,335.4606974,1748.160986,5,2,22
경상북도 영천시 도동 638-3번지,1958,1,0,0,기타조적구조,토담조,단독주택,0,1958,35.93996576,128.9278501,5,0,0,5,2,4,382.2542589,1744.443801,5,2,23
경상북도 영천시 도동 640번지,20181105,1,0,6.45,일반철골구조,일반철골구조,창고시설,0,2018,35.94029096,128.92808,1,0,0,5,8,2,343.8078111,1726.071403,5,2,23
경상북도 영천시 도동 647-2번지,20020703,1,0,6.4,벽돌구조,시멘트벽돌조,위험물저장및처리시설,0,2002,35.94077,128.9292783,3,0,0,5,8,4,297.8705659,1623.586771,5,2,27
경상북도 영천시 도동 651번지,20100827,1,0,8.3,일반철골구조,일반철골구조,창고시설,0,2010,35.93967649,128.9290629,2,0,0,5,8,2,413.8599701,1633.929921,5,2,24
경상북도 영천시 도동 654번지,20040831,2,0,9.3,일반철골구조,일반철골구조,공장,0,2004,35.93912143,128.928608,3,1,0,5,8,2,462.9705889,1673.804885,5,2,26
경상북도 영천시 도동 655번지,20220603,1,0,4.7,강파이프구조,강파이프구조,제1종근린생활시설,0,2022,35.9388464,128.9296073,1,0,0,5,6,2,470.2314418,1584.177847,5,2,21
경상북도 영천시 도동 655번지,20060411,1,0,6.1,경량철골구조,경량철골조,제1종근린생활시설,0,2006,35.9388464,128.9296073,2,0,0,5,6,2,470.2314418,1584.177847,5,2,22
경상북도 영천시 도동 669번지,20211229,1,0,5.68,일반철골구조,일반철골조,제2종근린생활시설,0,2021,35.9378609,128.9306986,1,0,0,5,6,2,444.2474137,1492.388703,5,2,21
경상북도 영천시 도동 669-2번지,20220107,1,0,10.1,일반철골구조,일반철골조,제2종근린생활시설,0,2022,35.93741662,128.9305785,1,0,0,5,6,2,403.7790274,1508.638961,5,2,21
경상북도 영천시 도동 671번지,19911128,1,0,0,블록구조,블록조,창고시설,0,1991,35.93868484,128.9309961,4,0,0,5,8,4,452.1082667,1459.682333,5,2,28
경상북도 영천시 도동 674번지,20040609,1,0,0,경량철골구조,경량철골조,제1종근린생활시설,0,2004,35.93862656,128.930065,3,0,0,5,6,2,471.2366909,1543.692894,5,2,23
경상북도 영천시 도동 674번지,20040609,1,0,0,강파이프구조,파이프조,제1종근린생활시설,0,2004,35.93862656,128.930065,3,0,0,5,6,2,471.2366909,1543.692894,5,2,23
경상북도 영천시 도동 674번지,20040609,1,0,0,경량철골구조,경량철골조,제1종근린생활시설,0,2004,35.93862656,128.930065,3,0,0,5,6,2,471.2366909,1543.692894,5,2,23
경상북도 영천시 도동 674번지,20040609,1,0,0,경량철골구조,경량철골조,제2종근린생활시설,0,2004,35.93862656,128.930065,3,0,0,5,6,2,471.2366909,1543.692894,5,2,23
경상북도 영천시 도동 675-4번지,20060411,1,0,4.7,경량철골구조,경량철골조,제1종근린생활시설,0,2006,35.93900719,128.9300475,2,0,0,5,6,2,505.2434426,1544.274677,5,2,22
경상북도 영천시 도동 678-1번지,1939,1,0,0,일반목구조,목조,단독주택,0,1939,35.93928014,128.9312451,5,0,0,5,2,5,399.9473639,1436.471234,5,2,24
경상북도 영천시 도동 678-1번지,19970117,1,0,0,벽돌구조,조적조(시멘트벽돌조),단독주택,0,1997,35.93928014,128.9312451,3,0,0,5,2,4,399.9473639,1436.471234,5,2,21
경상북도 영천시 도동 678-3번지,20020417,1,0,0,경량철골구조,경량철골조,단독주택,0,2002,35.93917641,128.9312458,3,0,0,5,2,2,405.1421255,1436.331239,5,2,19
경상북도 영천시 도동 680번지,1952,1,0,0,벽돌구조,흙벽돌조,단독주택,0,1952,35.93953579,128.9312334,5,0,0,5,2,4,389.1462478,1438.113975,5,2,23
경상북도 영천시 도동 682-1번지,20120917,1,0,5.15,경량철골구조,경량철골구조,단독주택,0,2012,35.93986386,128.9305059,2,0,0,5,2,2,430.6201812,1505.079943,5,2,18
경상북도 영천시 도동 683-1번지,19801230,1,0,0,벽돌구조,"벽돌조, 시멘트블록",문화및집회시설,0,1980,35.93993054,128.9301981,5,0,0,5,5,4,412.6802385,1533.163469,5,2,26
경상북도 영천시 도동 687번지,1954,1,0,0,일반목구조,목조,단독주택,0,1954,35.9404283,128.9300523,5,0,0,5,2,5,356.5813415,1550.393915,5,2,24
경상북도 영천시 도동 688번지,1930,1,0,0,일반목구조,목조,단독주택,0,1930,35.94023459,128.9302415,5,0,0,5,2,5,383.201681,1531.574238,5,2,24
경상북도 영천시 도동 689번지,1960,1,0,0,일반목구조,"조적조, 블록조",단독주택,0,1960,35.94027211,128.9304015,5,0,0,5,2,5,385.701372,1517.553186,5,2,24
경상북도 영천시 도동 690번지,1960,1,0,0,일반목구조,목조,단독주택,0,1960,35.94041282,128.9303536,5,0,0,5,2,5,369.8087498,1523.221577,5,2,24
경상북도 영천시 도동 691번지,1962,1,0,0,벽돌구조,흙벽돌조,단독주택,0,1962,35.94037124,128.9305579,5,0,0,5,2,4,382.6280976,1504.481266,5,2,23
경상북도 영천시 도동 692번지,19950807,1,0,0,벽돌구조,시멘트벽돌조,단독주택,0,1995,35.94023524,128.930554,3,0,0,5,2,4,395.6938145,1503.538079,5,2,21
경상북도 영천시 도동 693번지,1957,1,0,0,일반목구조,목조,단독주택,0,1957,35.94008069,128.9305488,5,0,0,5,2,5,410.685135,1502.712219,5,2,24
경상북도 영천시 도동 694번지,19830429,1,0,0,블록구조,블록조,단독주택,0,1983,35.94001825,128.9307505,5,0,0,5,2,4,414.0863776,1484.125832,5,2,23
경상북도 영천시 도동 698번지,1950,1,0,0,벽돌구조,흙벽돌조,단독주택,0,1950,35.94062894,128.9306646,5,0,0,5,2,4,363.1005626,1497.812745,5,2,23
경상북도 영천시 도동 700번지,1959,1,0,0,일반목구조,목조,단독주택,0,1959,35.94035713,128.9314514,5,0,0,5,2,5,344.7156036,1424.25182,5,2,24
경상북도 영천시 도동 701-1번지,19940912,1,0,0,벽돌구조,시멘트벽돌조,단독주택,0,1994,35.94035843,128.9312923,4,0,0,5,2,4,358.8197456,1438.522791,5,2,22
경상북도 영천시 도동 701-2번지,19920627,1,0,0,벽돌구조,시멘트벽돌,단독주택,0,1992,35.94038537,128.9311357,4,0,0,5,2,4,372.289589,1452.839429,5,2,22
경상북도 영천시 도동 702-1번지,1960,1,0,0,일반목구조,목조,단독주택,0,1960,35.94019741,128.9311015,5,0,0,5,2,5,378.934974,1454.063426,5,2,24
경상북도 영천시 도동 702-2번지,19930519,1,0,4.5,벽돌구조,조적조,단독주택,0,1993,35.94008759,128.9310387,4,0,0,5,2,4,387.0626683,1458.770452,5,2,22
경상북도 영천시 도동 703번지,20080926,1,0,4.88,경량철골구조,경량철골구조,단독주택,0,2008,35.9399039,128.9309407,2,0,0,5,2,2,400.6816854,1466.24609,5,2,18
경상북도 영천시 도동 703번지,1939,1,0,0,일반목구조,목조,단독주택,0,1939,35.9399039,128.9309407,5,0,0,5,2,5,400.6816854,1466.24609,5,2,24
경상북도 영천시 도동 703번지,1961,1,0,0,기타조적구조,토담조,단독주택,0,1961,35.9399039,128.9309407,5,0,0,5,2,4,400.6816854,1466.24609,5,2,23
경상북도 영천시 도동 703번지,1962,1,0,0,벽돌구조,흙벽돌,단독주택,0,1962,35.9399039,128.9309407,5,0,0,5,2,4,400.6816854,1466.24609,5,2,23
경상북도 영천시 도동 703번지,1961,1,0,0,벽돌구조,흙벽돌조,단독주택,0,1961,35.9399039,128.9309407,5,0,0,5,2,4,400.6816854,1466.24609,5,2,23
경상북도 영천시 도동 703번지,1960,1,0,0,기타조적구조,토담조,단독주택,0,1960,35.9399039,128.9309407,5,0,0,5,2,4,400.6816854,1466.24609,5,2,23
경상북도 영천시 도동 703-1번지,19901016,2,0,0,벽돌구조,시멘트벽돌,단독주택,0,1990,35.93979765,128.9309697,4,1,0,5,2,4,401.5378327,1463.00346,5,2,23
경상북도 영천시 도동 703-2번지,19940712,1,0,4.5,벽돌구조,시멘트벽돌조,단독주택,0,1994,35.93985218,128.9310529,4,0,0,5,2,4,392.5937691,1455.838408,5,2,22
경상북도 영천시 도동 705번지,1941,1,0,0,일반목구조,목조,단독주택,0,1941,35.93979841,128.9311297,5,0,0,5,2,5,387.7868443,1448.619694,5,2,24
경상북도 영천시 도동 705번지,19900615,1,0,0,벽돌구조,시멘트벽돌,단독주택,0,1990,35.93979841,128.9311297,4,0,0,5,2,4,387.7868443,1448.619694,5,2,22
경상북도 영천시 도동 706번지,1941,1,0,0,일반목구조,"목조, 토담조",단독주택,0,1941,35.93976489,128.9312526,5,0,0,5,2,5,378.484107,1437.389353,5,2,24
경상북도 영천시 도동 706번지,1989,1,0,0,블록구조,시멘트블록,단독주택,0,1989,35.93976489,128.9312526,4,0,0,5,2,4,378.484107,1437.389353,5,2,22
경상북도 영천시 도동 709번지,1960,1,0,0,기타조적구조,토담조,단독주택,0,1960,35.93937771,128.93142,5,0,0,5,2,4,381.0322913,1420.885832,5,2,23
경상북도 영천시 도동 710-1번지,19890323,1,0,0,벽돌구조,시멘트벽돌조,근린생활시설,0,1989,35.93885617,128.9315257,4,0,0,5,6,4,401.7944775,1411.477059,5,2,26
경상북도 영천시 도동 710-2번지,1941,1,0,0,일반목구조,목조,단독주택,0,1941,35.93869629,128.9314097,5,0,0,5,2,5,420.4872502,1422.426603,5,2,24
